"school_name";"koreaS_code";"school_code"
"상주중학교";"S10";9171026
"상주초등학교";"S10";9171011
"샛별중학교";"S10";9211030
"샛별초등학교";"S10";9211020
"생림중학교";"S10";9091077
"생림초등학교";"S10";9091036
"생비량초등학교";"S10";9191013
"생초초등학교";"S10";9191014
"서남초등학교";"S10";9151014
"서상고등학교";"S10";9010305
"서상중학교";"S10";9201019
"서상초등학교";"S10";9201009
"서진초등학교";"S10";9051134
"서창고등학교";"S10";9010347
"서창중학교";"S10";9151040
"서창초등학교";"S10";9151015
"서포중학교";"S10";9081034
"서포초등학교";"S10";9081022
"서하초등학교";"S10";9201010
"석동중학교";"S10";9022146
"석동초등학교";"S10";9022056
"석봉초등학교";"S10";9091037
"석산초등학교";"S10";9151118
"석전초등학교";"S10";9022057
"선명여자고등학교";"S10";9010172
"선인국제중학교";"S10";9051144
"선학초등학교";"S10";9051028
"설천중학교";"S10";9171025
"설천초등학교";"S10";9171012
"성명초등학교";"S10";9171014
"성산중학교";"S10";9141031
"성산초등학교";"S10";9151016
"성주초등학교";"S10";9022058
"성지여자고등학교";"S10";9010101
"성지여자중학교";"S10";9022147
"성포중학교";"S10";9111048
"성호초등학교";"S10";9022059
"세종고등학교";"S10";9010102
"세종중학교";"S10";9101041
"소가야중학교";"S10";9161056
"소답초등학교";"S10";9022060
"소토초등학교";"S10";9151017
"송정초등학교";"S10";9111019
"송진초등학교";"S10";9101020
"수곡초등학교";"S10";9051029
"수남중학교";"S10";9091210
"수남초등학교";"S10";9091038
"수동중학교";"S10";9201020
"수동초등학교";"S10";9201011
"수산초등학교";"S10";9101021
"수양초등학교";"S10";9081024
"수월중학교";"S10";9111049
"수월초등학교";"S10";9111020
"수정초등학교";"S10";9051030
"숭덕초등학교";"S10";9111021
"숭진초등학교";"S10";9101022
"신기초등학교";"S10";9151018
"신등고등학교";"S10";9010056
"신등중학교";"S10";9191025
"신등초등학교";"S10";9022061
"신명초등학교";"S10";9151019
"신반정보고등학교";"S10";9010223
"신반중학교";"S10";9121018
"신방초등학교";"S10";9022062
"신안초등학교";"S10";9191015
"신안초등학교";"S10";9051031
"신양초등학교";"S10";9151020
"신어중학교";"S10";9091078
"신어초등학교";"S10";9091039
"신원초등학교";"S10";9211012
"신월중학교";"S10";9022148
"신주중학교";"S10";9151041
"신주초등학교";"S10";9151123
"신진초등학교";"S10";9051032
"신창여자중학교";"S10";9141032
"신천초등학교";"S10";9191016
"신현중학교";"S10";9111050
"신현초등학교";"S10";9111023
"쌍계초등학교";"S10";9181012
"쌍백초등학교";"S10";9221015
"쌍책초등학교";"S10";9221016
"아라초등학교";"S10";9131012
"아림고등학교";"S10";9010350
"아림초등학교";"S10";9211013
"아주초등학교";"S10";9111024
"악양중학교";"S10";9181025
"악양초등학교";"S10";9181013
"안계초등학교";"S10";9022063
"안골포중학교";"S10";9022149
"안골포초등학교";"S10";9022064
"안남중학교";"S10";9022150
"안남초등학교";"S10";9022065
"안명초등학교";"S10";9091041
"안민중학교";"S10";9022151
"안민초등학교";"S10";9022066
"안의고등학교";"S10";9010233
"안의중학교";"S10";9201023
"안의초등학교";"S10";9201012
"안청초등학교";"S10";9022067
"야로고등학교";"S10";9010057
"야로중학교";"S10";9221027
"야로초등학교";"S10";9221017
"양곡중학교";"S10";9022152
"양곡초등학교";"S10";9022068
"양덕여자중학교";"S10";9022153
"양덕중학교";"S10";9022154
"양덕초등학교";"S10";9022069
"양보초등학교";"S10";9181014
"양산고등학교";"S10";9010058
"양산남부고등학교";"S10";9010283
"양산여자고등학교";"S10";9010300
"양산여자중학교";"S10";9151051
"양산제일고등학교";"S10";9010299
"양산중앙중학교";"S10";9151042
"양산중학교";"S10";9151043
"양산초등학교";"S10";9151021
"양산희망학교";"S10";9010434
"양주중학교";"S10";9151044
"양주초등학교";"S10";9151022
"양지초등학교";"S10";9111025
"어곡초등학교";"S10";9151023
"어방초등학교";"S10";9091042
"연초고등학교";"S10";9010432
"연초중학교";"S10";9111051
"연초초등학교";"S10";9111026
"영산고등학교";"S10";9010060
"영산중학교";"S10";9141026
"영산초등학교";"S10";9141018
"영오초등학교";"S10";9161016
"영운중학교";"S10";9091079
"영운초등학교";"S10";9091043
"영전초등학교";"S10";9221018
"영천중학교";"S10";9161030
"영천초등학교";"S10";9151024
"영현초등학교";"S10";9161017
"예곡초등학교";"S10";9131013
"예림초등학교";"S10";9101023
"예하초등학교";"S10";9051033
"오량초등학교";"S10";9111027
"오봉초등학교";"S10";9151025
"오부초등학교";"S10";9191017
"오비초등학교";"S10";9111028
"옥종고등학교";"S10";9010061
"옥종중학교";"S10";9181027
"옥종초등학교";"S10";9181015
"옥포성지중학교";"S10";9111052
"옥포중학교";"S10";9111053
"옥포초등학교";"S10";9111029
"온천초등학교";"S10";9022070
"완월초등학교";"S10";9022071
"외간초등학교";"S10";9111030
"외동초등학교";"S10";9022072
"외암초등학교";"S10";9131014
"외포중학교";"S10";9111058
"외포초등학교";"S10";9111031
"욕지중학교";"S10";9071041
"용남고등학교";"S10";9010106
"용남중학교";"S10";9081040
"용남초등학교";"S10";9071019
"용남초등학교";"S10";9022073
"용덕초등학교";"S10";9121011
"용마초등학교";"S10";9022074
"용산초등학교";"S10";9091044
"용산초등학교";"S10";9081026
"용연초등학교";"S10";9151026
"용원중학교";"S10";9022155
"용원초등학교";"S10";9022075
"용주초등학교";"S10";9221019
"용지초등학교";"S10";9022076
"용현초등학교";"S10";9081027
"용호초등학교";"S10";9022077
"우산초등학교";"S10";9022078
"우암초등학교";"S10";9091045
"우암초등학교";"S10";9022079
"웅남중학교";"S10";9022156
"웅남초등학교";"S10";9022080
"웅동중학교";"S10";9022157
"웅동초등학교";"S10";9022081
"웅상고등학교";"S10";9010221
"웅상여자중학교";"S10";9151045
"웅상중학교";"S10";9151046
"웅상초등학교";"S10";9151027
"웅양중학교";"S10";9211027
"웅양초등학교";"S10";9211014
"웅천고등학교";"S10";9010464
"웅천중학교";"S10";9022485
"웅천초등학교";"S10";9022082
"원동중학교";"S10";9151047
"원동초등학교";"S10";9151028
"원량초등학교";"S10";9071020
"원평초등학교";"S10";9071024
"월산중학교";"S10";9091080
"월산초등학교";"S10";9091061
"월성초등학교";"S10";9022085
"월영초등학교";"S10";9022086
"월천초등학교";"S10";9211015
"월촌초등학교";"S10";9131015
"월포초등학교";"S10";9022087
"위림초등학교";"S10";9201013
"위성초등학교";"S10";9201014
"위천초등학교";"S10";9211016
"유곡초등학교";"S10";9121012
"유림초등학교";"S10";9201015
"유목초등학교";"S10";9022088
"유어초등학교";"S10";9141019
"유영초등학교";"S10";9071026
"유원초등학교";"S10";9131016
"율천초등학교";"S10";9161018
"율하중학교";"S10";9091081
"율하초등학교";"S10";9091046
"은하수초등학교";"S10";9051161
"의령고등학교";"S10";9010222
"의령여자고등학교";"S10";9010108
"의령여자중학교";"S10";9121020
"의령은광학교";"S10";9010691
"의령중학교";"S10";9121019
"의령초등학교";"S10";9121013
"의창초등학교";"S10";9022479
"이동중학교";"S10";9171027
"이동초등학교";"S10";9171015
"이반성초등학교";"S10";9051036
"이방초등학교";"S10";9141020
"이북초등학교";"S10";9091047
"이작초등학교";"S10";9091048
"인평초등학교";"S10";9071027
"일동초등학교";"S10";9022089
"일운초등학교";"S10";9111032
"임호중학교";"S10";9091082
"임호초등학교";"S10";9091049
"자여초등학교";"S10";9022090
"자은초등학교";"S10";9022091
"장마초등학교";"S10";9141021
"장목중학교";"S10";9111059
"장목초등학교";"S10";9111033
"장복초등학교";"S10";9022092
"장승포초등학교";"S10";9111034
"장유고등학교";"S10";9010260
"장유중학교";"S10";9091089
"장유초등학교";"S10";9091050
"장재초등학교";"S10";9051037
"장천초등학교";"S10";9141022
"장천초등학교";"S10";9022093
"장평초등학교";"S10";9111035
"적량초등학교";"S10";9181016
"적중초등학교";"S10";9221020
"전안초등학교";"S10";9022094
"정곡중학교";"S10";9121021
"정곡초등학교";"S10";9121014
"정동초등학교";"S10";9081028
"정촌초등학교";"S10";9051038
"제산초등학교";"S10";9111036
"제석초등학교";"S10";9071088
"제황초등학교";"S10";9022095
"좌삼초등학교";"S10";9151030
"주상초등학교";"S10";9211017
"주석초등학교";"S10";9091052
"주약초등학교";"S10";9051039
"주촌초등학교";"S10";9091053
"죽림초등학교";"S10";9071028
"중곡초등학교";"S10";9111037
"중동초등학교";"S10";9022096
"중리초등학교";"S10";9022097
"중부초등학교";"S10";9151031
"중앙초등학교";"S10";9131017
"증산초등학교";"S10";9151124
"지곡초등학교";"S10";9201016
"지리산고등학교";"S10";9010298
"지세포중학교";"S10";9111054
"지수중학교";"S10";9051057
"지수초등학교";"S10";9051041
"지정중학교";"S10";9121022
"지정초등학교";"S10";9121015
"지족초등학교";"S10";9171016
"진교고등학교";"S10";9010231
"진교중학교";"S10";9181029
"진교초등학교";"S10";9181017
"진남초등학교";"S10";9071029
"진동초등학교";"S10";9022098
"진례중학교";"S10";9091090
"진례초등학교";"S10";9091054
"진명여자중학교";"S10";9051058
"진목초등학교";"S10";9111038
"진서고등학교";"S10";9010062
"진서중학교";"S10";9051059
"진성초등학교";"S10";9051042
"진양고등학교";"S10";9010063
"진영고등학교";"S10";9010227
"진영금병초등학교";"S10";9091055
"진영대창초등학교";"S10";9091056
"진영대흥초등학교";"S10";9091057
"진영장등중학교";"S10";9091233
"진영장등초등학교";"S10";9091232
"진영제일고등학교";"S10";9010226
"진영중앙초등학교";"S10";9091208
"진영중학교";"S10";9091084
"진전중학교";"S10";9022158
"진전초등학교";"S10";9022099
"진정초등학교";"S10";9181018
"진주고등학교";"S10";9010064
"진주고등학교부설방송통신고등학교";"S10";9010192
"진주교육대학교부설초등학교";"S10";7006350
"진주기계공업고등학교";"S10";9010147
"진주남중학교";"S10";9051060
"진주동명고등학교";"S10";9010109
"진주동명중학교";"S10";9051061
"진주동중학교";"S10";9051062
"진주봉원중학교";"S10";9051063
"진주여자고등학교";"S10";9010065
"진주여자중학교";"S10";9051064
"진주외국어고등학교";"S10";9010177
"진주제일여자고등학교";"S10";9010110
"진주제일중학교";"S10";9051065
"진주중앙고등학교";"S10";9010279
"진주중앙중학교";"S10";9051066
"진주중학교";"S10";9051067
"진주중학교부설방송통신중학교";"S10";9051137
"진주초등학교";"S10";9051124
"진주혜광학교";"S10";9010201
"진해고등학교";"S10";9010066
"진해남산초등학교";"S10";9022390
"진해남중학교";"S10";9022159
"진해냉천중학교";"S10";9022447
"진해냉천초등학교";"S10";9022441
"진해세화여자고등학교";"S10";9010265
"진해신항중학교";"S10";9022467
"진해신항초등학교";"S10";9022445
"진해여자고등학교";"S10";9010067
"진해여자중학교";"S10";9022160
"진해용원고등학교";"S10";9010320
"진해중앙고등학교";"S10";9010252
"진해중앙초등학교";"S10";9022392
"진해중학교";"S10";9022161
"집현초등학교";"S10";9051043
"차황초등학교";"S10";9191018
"창남초등학교";"S10";9211018
"창녕고등학교";"S10";9010111
"창녕대성고등학교";"S10";9010253
"창녕성산초등학교";"S10";9141023
"창녕슈퍼텍고등학교";"S10";9010570
"창녕여자고등학교";"S10";9010254
"창녕여자중학교";"S10";9141033
"창녕옥야고등학교";"S10";9010330
"창녕옥야중학교";"S10";9141034
"창녕중학교";"S10";9141027
"창녕초등학교";"S10";9141024
"창덕중학교";"S10";9022162
"창동초등학교";"S10";9211019
"창북중학교";"S10";9022163
"창선고등학교";"S10";9010255
"창선중학교";"S10";9171028
"창선초등학교";"S10";9171017
"창신고등학교";"S10";9010112
"창신중학교";"S10";9022164
"창원경일고등학교";"S10";9010113
"창원경일여자고등학교";"S10";9010297
"창원고등학교";"S10";9010114
"창원공업고등학교";"S10";9010183
"창원과학고등학교";"S10";9010429
"창원기계공업고등학교";"S10";9010151
"창원남고등학교";"S10";9010115
"창원남산고등학교";"S10";9010068
"창원남산초등학교";"S10";9022389
"창원남중학교";"S10";9022165
"창원대산고등학교";"S10";9010116
"창원대산중학교";"S10";9022166
"창원대암고등학교";"S10";9010309
"창원동백학교";"S10";9010503
"창원동중학교";"S10";9022167
"창원명곡고등학교";"S10";9010293
"창원명지여자고등학교";"S10";9010069
"창원문성고등학교";"S10";9010117
"창원봉림고등학교";"S10";9010277
"창원사파고등학교";"S10";9010261
"창원상남중학교";"S10";9022168
"창원상남초등학교";"S10";9022100
"창원성민여자고등학교";"S10";9010405
"창원신월고등학교";"S10";9010278
"창원신월초등학교";"S10";9022387
"창원여자고등학교";"S10";9010070
"창원여자중학교";"S10";9022169
"창원예술학교";"S10";9010569
"창원용호고등학교";"S10";9010262
"창원중앙고등학교";"S10";9010071
"창원중앙여자고등학교";"S10";9010072
"창원중앙중학교";"S10";9022170
"창원중학교";"S10";9022171
"창원천광학교";"S10";9010397
"창원초등학교";"S10";9022101
"창원토월고등학교";"S10";9010319
"창원한들초등학교";"S10";9022440
"창호초등학교";"S10";9111039
"천성초등학교";"S10";9151032
"천전초등학교";"S10";9051044
"철성고등학교";"S10";9010118
"철성중학교";"S10";9161033
"철성초등학교";"S10";9161019
"청덕초등학교";"S10";9221021
"청도초등학교";"S10";9101024
"청암중학교";"S10";9181030
"초계고등학교";"S10";9010328
"초계중학교";"S10";9221028
"초계초등학교";"S10";9221022
"초동초등학교";"S10";9101025
"초전초등학교";"S10";9051122
"촉석초등학교";"S10";9051045
"축동초등학교";"S10";9081029
"충렬여자고등학교";"S10";9010256
"충렬여자중학교";"S10";9071048
"충렬초등학교";"S10";9071030
"충무고등공민학교";"S10";9071082
"충무고등학교";"S10";9010073
"충무공초등학교";"S10";9051150
"충무여자중학교";"S10";9071042
"충무중학교";"S10";9071043
"충무초등학교";"S10";9071031
"칠곡초등학교";"S10";9121016
"칠산초등학교";"S10";9091058
"칠서초등학교";"S10";9131020
"칠성중학교";"S10";9131030
"칠원고등학교";"S10";9010119
"칠원중학교";"S10";9131031
"칠원초등학교";"S10";9131022
"칠천초등학교";"S10";9111040
"태룡초등학교";"S10";9101026
"태봉고등학교";"S10";9010406
"토월중학교";"S10";9022172
"토월초등학교";"S10";9022102
"통영고등학교";"S10";9010074
"통영여자고등학교";"S10";9010075
"통영여자중학교";"S10";9071044
"통영잠포학교";"S10";9010348
"통영중앙중학교";"S10";9071045
"통영중학교";"S10";9071046
"통영초등학교";"S10";9071032
"팔룡중학교";"S10";9022173
"팔룡초등학교";"S10";9022103
"평거초등학교";"S10";9051046
"평산초등학교";"S10";9151033
"평산초등학교";"S10";9022104
"풍호초등학교";"S10";9022105
"하동고등학교";"S10";9010230
"하동여자고등학교";"S10";9010120
"하동중앙중학교";"S10";9181031
"하동중학교";"S10";9181034
"하동초등학교";"S10";9181020
"하북초등학교";"S10";9022106
"하북초등학교";"S10";9151034
"하이초등학교";"S10";9161020
"하일초등학교";"S10";9161021
"하천초등학교";"S10";9022107
"하청중학교";"S10";9111055
"하청초등학교";"S10";9111041
"학력인정 경남미용고등학교(2년제)";"S10";9010387
"학력인정 경남미용고등학교(3년제)";"S10";9010337
"한국과학기술고등학교";"S10";9010697
"한국나노마이스터고등학교";"S10";9010655
"한다사중학교";"S10";9181071
"한려초등학교";"S10";9071033
"한림중학교";"S10";9091091
"한림초등학교";"S10";9091059
"한산중학교";"S10";9071047
"한산초등학교";"S10";9071034
"한얼중학교";"S10";9091085
"한일여자고등학교";"S10";9010531
"함성중학교";"S10";9131032
"함안고등학교";"S10";9010224
"함안여자중학교";"S10";9131033
"함안중학교";"S10";9131026
"함안초등학교";"S10";9131023
"함양고등학교";"S10";9010076
"함양여자중학교";"S10";9201021
"함양제일고등학교";"S10";9010232
"함양중학교";"S10";9201022
"함양초등학교";"S10";9201017
"합성초등학교";"S10";9022108
"합천가야초등학교";"S10";9221063
"합천고등학교";"S10";9010156
"합천여자고등학교";"S10";9010189
"합천여자중학교";"S10";9221033
"합천중학교";"S10";9221029
"합천초등학교";"S10";9221023
"합천평화고등학교";"S10";9010668
"합포고등학교";"S10";9010077
"합포여자중학교";"S10";9022174
"합포중학교";"S10";9022175
"합포초등학교";"S10";9022109
"해성고등학교";"S10";9010121
"해성중학교";"S10";9111060
"해성중학교";"S10";9171029
"해양초등학교";"S10";9171018
"해운중학교";"S10";9022176
"해운초등학교";"S10";9022110
"해인중학교";"S10";9221035
"현동초등학교";"S10";9022111
"혜성여자중학교";"S10";9211031
"호계중학교";"S10";9022177
"호계초등학교";"S10";9022112
"호암중학교";"S10";9131027
"호암초등학교";"S10";9131024
"화개중학교";"S10";9181032
"화개초등학교";"S10";9181021
"화양초등학교";"S10";9022113
"화정초등학교";"?S10";9121017
"화정초등학교";"S10";9091060
"화제초등학교";"S10";9151035
"활천중학교";"S10";9091086
"황산초등학교";"S10";9151036
"회야초등학교";"S10";9151154
"회원초등학교";"S10";9022114
"회화중학교";"S10";9161032
"회화초등학교";"S10";9161023
"횡천초등학교";"S10";9181023
"효암고등학교";"S10";9010259
"가산초등학교";"R10";8941039
"가은고등학교";"R10";8750075
"가은중학교";"R10";8841053
"가은초등학교";"R10";8841033
"가음초등학교";"R10";8871026
"가천초등학교";"R10";8931022
"각남초등학교";"R10";8911024
"감문중학교";"R10";8781078
"감천중학교";"R10";8951029
"감천초등학교";"R10";8781044
"감천초등학교";"R10";8951018
"감포중학교";"R10";8771116
"감포초등학교";"R10";8771050
"강구정보고등학교";"R10";8750474
"강구중학교";"R10";8901036
"강구초등학교";"R10";8901021
"강동초등학교";"R10";8771068
"개령서부초등학교";"R10";8781045
"개령중학교";"R10";8781079
"개령초등학교";"R10";8781046
"개진초등학교";"R10";8921017
"거여초등학교";"R10";8821033
"건천초등학교";"R10";8771069
"경구고등학교";"R10";8750143
"경구중학교";"R10";8801159
"경덕중학교";"R10";8791090
"경북과학고등학교";"R10";8750078
"경북과학기술고등학교";"R10";8750627
"경북기계금속고등학교";"R10";8750667
"경북기계명장고등학교";"R10";8750758
"경북드론고등학교";"R10";8750731
"경북생활과학고등학교";"R10";8750444
"경북세무고등학교";"R10";8750730
"경북소프트웨어고등학교";"R10";8750767
"경북식품과학마이스터고등학교";"R10";8750725
"경북영광학교";"R10";8750358
"경북외국어고등학교";"R10";8750079
"경북일고등학교";"R10";8750724
"경북자연과학고등학교";"R10";8750770
"경북조리과학고등학교";"R10";8750726
"경북중부중학교";"R10";8871063
"경북체육고등학교";"R10";8750080
"경북체육중학교";"R10";8851087
"경북하이텍고등학교";"R10";8750644
"경북항공고등학교";"R10";8750557
"경북휴먼테크고등학교";"R10";8750776
"경산고등학교";"R10";8750081
"경산과학고등학교";"R10";8750555
"경산동부초등학교";"R10";8851057
"경산서부초등학교";"R10";8851058
"경산압량초등학교";"R10";8851129
"경산여자고등학교";"R10";8750144
"경산여자중학교";"R10";8851096
"경산자인학교";"R10";8750646
"경산제일고등학교";"R10";8750771
"경산제일중학교";"R10";8851143
"경산중앙초등학교";"R10";8851059
"경산중학교";"R10";8851088
"경산초등학교";"R10";8851060
"경안고등학교";"R10";8750145
"경안여자고등학교";"R10";8750588
"경안여자중학교";"R10";8791091
"경안중학교";"R10";8791092
"경일고등학교";"R10";8750146
"경주고등학교";"R10";8750147
"경주공업고등학교";"R10";8750225
"경주디자인고등학교";"R10";8750446
"경주여자고등학교";"R10";8750082
"경주여자정보고등학교";"R10";8750457
"경주여자중학교";"R10";8771117
"경주예일고등학교";"R10";8750772
"경주정보고등학교";"R10";8750433
"경주중학교";"R10";8771129
"경주초등학교";"R10";8771070
"경주화랑고등학교";"R10";8750148
"경희학교";"R10";8750356
"계당초등학교";"R10";8851061
"계림고등학교";"R10";8750083
"계림중학교";"R10";8771118
"계림초등학교";"R10";8771071
"고경초등학교";"R10";8821034
"고령고등학교";"R10";8750586
"고령중학교";"R10";8921029
"고령초등학교";"R10";8921018
"고매초등학교";"R10";8861017
"고아초등학교";"R10";8801086
"곡강초등학교";"R10";8761111
"공검초등학교";"R10";8831044
"관호초등학교";"R10";8941040
"광평중학교";"R10";8801136
"광평초등학교";"R10";8801087
"괘릉초등학교";"R10";8771072
"구룡포중학교";"R10";8761182
"구룡포초등학교";"R10";8761112
"구미고등학교";"R10";8750084
"구미고등학교부설방송통신고등학교";"R10";8750613
"구미문성초등학교";"R10";8801201
"구미봉곡초등학교";"R10";8801088
"구미사곡초등학교";"R10";8801089
"구미산동고등학교";"R10";8750754
"구미신당초등학교";"R10";8801208
"구미신평중학교";"R10";8801137
"구미신평초등학교";"R10";8801090
"구미여자고등학교";"R10";8750085
"구미여자상업고등학교";"R10";8750611
"구미여자중학교";"R10";8801138
"구미오산초등학교";"R10";8801091
"구미왕산초등학교";"R10";8801092
"구미원당초등학교";"R10";8801207
"구미인덕중학교";"R10";8801205
"구미인덕초등학교";"R10";8801203
"구미전자공업고등학교";"R10";1421116
"구미정보고등학교";"R10";8750234
"구미중학교";"R10";8801139
"구미초등학교";"R10";8801093
"구미혜당학교";"R10";8750362
"구성초등학교";"R10";8781048
"구운초등학교";"R10";8801094
"구정초등학교";"R10";8761113
"구천중학교";"R10";8881023
"구천초등학교";"R10";8871027
"구평남부초등학교";"R10";8801095
"구평초등학교";"R10";8801096
"군위고등학교";"R10";8750086
"군위중학교";"R10";8861027
"군위초등학교";"R10";8861018
"근화여자고등학교";"R10";8750151
"근화여자중학교";"R10";8771130
"글로벌선진학교문경캠퍼스";"R10";8750642
"글로벌선진학교문경캠퍼스(중)";"R10";8750643
"금계중학교";"R10";8811060
"금락초등학교";"R10";8851062
"금릉초등학교";"R10";8781049
"금성고등학교";"R10";8750088
"금성중학교";"R10";8871048
"금성초등학교";"R10";8871028
"금오고등학교";"R10";8750447
"금오공업고등학교";"R10";8750237
"금오여자고등학교";"R10";8750303
"금오중학교";"R10";8801140
"금오초등학교";"R10";8801097
"금장초등학교";"R10";8771073
"금천고등학교";"R10";8750090
"금천중학교";"R10";8911039
"금천초등학교";"R10";8911025
"금호여자중학교";"R10";8821056
"금호중학교";"R10";8821066
"금호초등학교";"R10";8821035
"기계중학교";"R10";8761183
"기계초등학교";"R10";8761114
"기북초등학교";"R10";8761115
"기성중학교";"R10";8971045
"기성초등학교";"R10";8971026
"길안중학교";"R10";8791081
"길안초등학교";"R10";8791047
"길원여자고등학교";"R10";8750154
"길주중학교";"R10";8791082
"길주초등학교";"R10";8791048
"김천고등학교";"R10";8750155
"김천다수초등학교";"R10";8781050
"김천동부초등학교";"R10";8781051
"김천동신초등학교";"R10";8781052
"김천모암초등학교";"R10";8781053
"김천부곡초등학교";"R10";8781054
"김천생명과학고등학교";"R10";8750626
"김천서부초등학교";"R10";8781055
"김천석천중학교";"R10";8781096
"김천신일초등학교";"R10";8781056
"김천여자고등학교";"R10";8750092
"김천여자중학교";"R10";8781080
"김천예술고등학교";"R10";8750156
"김천중앙고등학교";"R10";8750093
"김천중앙고등학교부설방송통신고등학교";"R10";8750614
"김천중앙중학교";"R10";8781081
"김천중앙초등학교";"R10";8781057
"김천중학교";"R10";8781087
"김천초등학교";"R10";8781058
"나무와중학교";"R10";8821075
"나산초등학교";"R10";8771074
"나원초등학교";"R10";8771075
"낙동동부초등학교";"R10";8831046
"낙동중학교";"R10";8831082
"낙동초등학교";"R10";8831047
"낙산초등학교";"R10";8941041
"낙서초등학교";"R10";8831048
"낙운중학교";"R10";8831083
"남계초등학교";"R10";8801098
"남산중학교";"R10";8831094
"남산초등학교";"R10";8851063
"남산초등학교";"R10";8811035
"남선초등학교";"R10";8791049
"남성초등학교";"R10";8851064
"남성초등학교";"R10";8761116
"남성현초등학교";"R10";8911026
"남양초등학교";"R10";8981012
"남정중학교";"R10";8901037
"남정초등학교";"R10";8901022
"남천초등학교";"R10";8851065
"남후초등학교";"R10";8791050
"내남초등학교";"R10";8771076
"내서중학교";"R10";8831084
"내성초등학교";"R10";8961025
"노음초등학교";"R10";8971027
"녹전초등학교";"R10";8791051
"농소초등학교";"R10";8781059
"농암초등학교";"R10";8841034
"다문초등학교";"R10";8851066
"다부초등학교";"R10";8941042
"다산중학교";"R10";8921033
"다산초등학교";"R10";8921019
"다인중학교";"R10";8871049
"다인초등학교";"R10";8871029
"단밀초등학교";"R10";8871030
"단산중학교";"R10";8811054
"단촌초등학교";"R10";8871032
"단포초등학교";"R10";8821036
"달전초등학교";"R10";8761117
"당포초등학교";"R10";8841035
"대가야고등학교";"R10";8750159
"대가초등학교";"R10";8931023
"대경문화예술고등학교";"R10";8750733
"대교초등학교";"R10";8941043
"대구가톨릭대학교사범대학부속무학고등학교";"R10";8750594
"대구가톨릭대학교사범대학부속무학중학교";"R10";8851097
"대구교육대학교안동부설초등학교";"R10";8791046
"대덕초등학교";"R10";8781061
"대도중학교";"R10";8761184
"대도초등학교";"R10";8761118
"대동고등학교";"R10";8750160
"대동중학교";"R10";8761202
"대동초등학교";"R10";8851067
"대동초등학교";"R10";8931024
"대룡초등학교";"R10";8781062
"대보중학교";"R10";8761185
"대보초등학교";"R10";8761119
"대송중학교";"R10";8761186
"대송초등학교";"R10";8761120
"대영고등학교";"R10";8750161
"대영중학교";"R10";8811061
"대이초등학교";"R10";8761121
"대잠초등학교";"R10";8761122
"대창고등학교";"R10";8750162
"대창중학교";"R10";8951036
"대창초등학교";"R10";8821037
"대해초등학교";"R10";8761123
"대흥중학교";"R10";8761187
"덕곡초등학교";"R10";8921020
"덕산초등학교";"R10";8911027
"덕촌초등학교";"R10";8801099
"도개고등학교";"R10";8750163
"도개중학교";"R10";8801160
"도개초등학교";"R10";8801100
"도량초등학교";"R10";8801101
"도리원초등학교";"R10";8871033
"도봉초등학교";"R10";8801102
"도산초등학교";"R10";8801103
"도송중학교";"R10";8801141
"도원초등학교";"R10";8931025
"도촌초등학교";"R10";8961026
"도평초등학교";"R10";8881015
"동로중학교";"R10";8841054
"동로초등학교";"R10";8841036
"동명고등학교";"R10";8750095
"동명동부초등학교";"R10";8941044
"동명중학교";"R10";8941061
"동명초등학교";"R10";8941045
"동방초등학교";"R10";8771077
"동산여자중학교";"R10";8811062
"동산초등학교";"R10";8911029
"동성초등학교";"R10";8841037
"동양초등학교";"R10";8961027
"동지고등학교";"R10";8750165
"동지여자고등학교";"R10";8750568
"동지여자중학교";"R10";8761203
"동지중학교";"R10";8761204
"동천초등학교";"R10";8771078
"동해초등학교";"R10";8761124
"두호고등학교";"R10";8750518
"두호남부초등학교";"R10";8761125
"두호초등학교";"R10";8761126
"링컨중고등학교";"R10";8750761
"마성중학교";"R10";8841055
"매원초등학교";"R10";8941046
"매전중학교";"R10";8911040
"매화중학교";"R10";8971046
"매화초등학교";"R10";8971028
"명인고등학교";"R10";8750762
"명인중학교";"R10";8931044
"명호초등학교";"R10";8961028
"모계고등학교";"R10";8750166
"모계중학교";"R10";8911042
"모동초등학교";"R10";8831049
"모량초등학교";"R10";8771079
"모서중학교";"R10";8831085
"모서초등학교";"R10";8831050
"모아초등학교";"R10";8771080
"모전초등학교";"R10";8841038
"모화초등학교";"R10";8771081
"무산고등학교";"R10";8750167
"무산중학교";"R10";8771131
"무을중학교";"R10";8801142
"무을초등학교";"R10";8801104
"문경공업고등학교";"R10";8750246
"문경서중학교";"R10";8841056
"문경여자고등학교";"R10";8750169
"문경여자중학교";"R10";8841057
"문경중학교";"R10";8841058
"문경초등학교";"R10";8841039
"문덕초등학교";"R10";8761127
"문명고등학교";"R10";8750170
"문명중학교";"R10";8851098
"문성중학교";"R10";8781088
"문수초등학교";"R10";8811036
"문장초등학교";"R10";8801105
"문창고등학교";"R10";8750171
"문충초등학교";"R10";8761128
"문화고등학교";"R10";8750172
"문화중학교";"R10";8771132
"물야중학교";"R10";8961048
"물야초등학교";"R10";8961029
"박곡초등학교";"R10";8921021
"백원초등학교";"R10";8831051
"법전중앙초등학교";"R10";8961030
"벽진중학교";"R10";8931040
"벽진초등학교";"R10";8931026
"별빛중학교";"R10";8821077
